"index"	"Date (MM/DD/YYYY)"	"File"	"Gtype"	"Flight Time"	"Start Time"	"End Time"	"Landing"	"Start_Alt (ft MSL)"	"Max Altitude (ft MSL/ft AGL)"	"Surface Height (ft MSL)"	"Pressure Altitude (ft MSL)"	"Offset (ft)"	"Sensor Info"	"ENL_Engine_Run_Start_Times"	"MOP_Engine_Run_Start_Times"	"RPM_Engine_Run_Start_Times"	"ENL_Engine_Run_Altitudes_MSL"	"MOP_Engine_Run_Altitudes_MSL"	"RPM_Engine_Run_Altitudes_MSL"	"ENL_Engine_Run_Altitudes_AGL"	"MOP_Engine_Run_Altitudes_AGL"	"RPM_Engine_Run_Altitudes_AGL"	"ENL_Noise_Registration_Times"	"MOP_Noise_Registration_Times"	"RPM_Noise_Registration_Times"	"ENL_Noise_Registration_Altitudes_AGL"	"MOP_Noise_Registration_Altitudes_AGL"	"RPM_Noise_Registration_Altitudes_AGL"	"first_event_time"	"event_type"	"event_sensor"	"first_event_datetime_x"	"flight_start_datetime"	"window_start"	"window_end"	"altitude rate of change during pre-event window(ft/s)"	"steady_descent_during_pre_event_window"	"is_circling_during_pre_event_window"	"distance_traveled_during_window (miles)"	"terrain_label_at_first_engine_event"	"avg_speed_while_engine_running (knots)"	"min_speed_while_engine_running (knots)"	"max_speed_while_engine_running (knots)"	"engine_run_times (s)"	"height_gain_loss (ft)"	"terrain_elev_at_first_engine_event (ft)"	"first_engine_agl"	"Engine_Start_Above_1000ft"	"agl_all_events"	"first_event_datetime_y"	"num_engine_starts_below_1000ft_Alt"	"pct_engine_starts_below_1000ft_Alt"
"1625"	"03/11/2013"	"33BVJBN1.igc"	"LS 10-ST"	"3:00:14"	"165046"	"195100"	"HOME"	"131"	"4826[4704]"	"40"	"2"	"-38"	"LS10-st-18's ENL monitor reports Engine Run 1 minutes, starts at T=165533 and: 1666 msl [1548 agl]; Height gain/loss is: 502
LS10-st-18's ENL monitor reports Engine Run 9 minutes, starts at T=193755 and: 577 msl [400 agl]; Height gain/loss is: 1611
LS10-st-18 Motor noise registered by ENL sensor at t=['165533', '165709', '171911', '171915', '193755', '194703'] and [1548, 2034, 3917, 3884, 400, 2038]AGL"	"165533,193755"	""	""	"1666,577"	""	""	"1548.0,400.0"	""	""	"165533,165709,171911,171915,193755,194703"	""	""	"1548.00,2034.00,3917.00,3884.00,400.00,2038.00"	""	""	"165533"	"Engine_Run_Start"	"ENL"	"2013-03-11 16:55:33"	"1900-01-01 16:50:46"	"2013-03-11 16:50:33"	"2013-03-11 16:55:33"	"1.56"	"Changing"	"False"	"6.357978631572271"	"Open Forest, Other"	"61.55,53.36"	"53.67,47.49"	"89.49,85.32"	"[60, 540]"	"[502, 1611]"	"110.8"	"1548.0"	"True"	"1548.0,400.0"	"2013-03-11 16:55:33"	"1"	"50.0"
"1626"	"08/24/2023"	"38OV7SK1.igc"	"EB29"	"5:46:56"	"173618"	"232314"	"HOME"	"948"	"9606[8136]"	"289"	"242"	"-47"	"EB29/28.3m's ENL monitor reports Engine Run 9 minutes, starts at T=173618 and: 954 msl [29 agl]; Height gain/loss is: 2064
EB29/28.3m's ENL monitor reports Engine Run 1 minutes, starts at T=174703 and: 2959 msl [2015 agl]; Height gain/loss is: -13
EB29/28.3m Motor noise registered by ENL sensor at t=['173619', '174616', '174703', '174842'] and [29, 2103, 2015, 1988]AGL"	"173618,174703"	""	""	"954,2959"	""	""	"29.0,2015.0"	""	""	"173619,174616,174703,174842"	""	""	"29.00,2103.00,2015.00,1988.00"	""	""	"174703"	"Engine_Run_Start"	"ENL"	"2023-08-24 17:47:03"	"1900-01-01 17:36:18"	"2023-08-24 17:42:03"	"2023-08-24 17:47:03"	"0.25"	"Changing"	"False"	"5.1872746036223685"	"Shrubs"	"52.48,60.08"	"38.42,55.90"	"59.89,64.44"	"[540, 60]"	"[2064, -13]"	"947.8"	"2015.0"	"True"	"29.0,2015.0"	"2023-08-24 17:47:03"	"1"	"50.0"
"1630"	"03/25/2024"	"43PVALM1.igc"	"AS 33ES"	"5:07:20"	"163026"	"213746"	"HOME"	"137"	"5062[5026]"	"42"	"-10"	"-52"	"AS33Es18m's ENL monitor reports Engine Run 17 minutes, starts at T=211137 and: 1217 msl [1113 agl]; Height gain/loss is: 2824
AS33Es18m Motor noise registered by ENL sensor at t=['163029', '163030', '211137', '212839', '213732', '213737'] and [-22, -19, 1113, 3923, 50, 79]AGL"	"211137"	""	""	"1217"	""	""	"1113.0"	""	""	"163029,163030,211137,212839,213732,213737"	""	""	"-22.00,-19.00,1113.00,3923.00,50.00,79.00"	""	""	"211137"	"Engine_Run_Start"	"ENL"	"2024-03-25 21:11:37"	"1900-01-01 16:30:26"	"2024-03-25 21:06:37"	"2024-03-25 21:11:37"	"-0.53"	"Changing"	"False"	"5.717359169010961"	"Closed Forest, Evergreen Needleleaf"	"72.02"	"42.73"	"85.82"	"[1020]"	"[2824]"	"117.09"	"1113.0"	"True"	"1113.0"	"2024-03-25 21:11:37"	"0"	"0.0"
"1632"	"05/31/2021"	"15VV7VE1.igc"	"ASH 31 MI"	" 5:08:48"	"195454"	"10342"	"HOME"	"4734"	"17191[9682]"	"1443"	"1356"	"-87"	"ASH31/21m's ENL monitor reports Engine Run 6 minutes, starts at T=195454 and: 4734 msl [43 agl]; Height gain/loss is: 2346
ASH31/21m's ENL monitor reports Engine Run 1 minutes, starts at T=200254 and: 6817 msl [1650 agl]; Height gain/loss is: 702
ASH31/21m Motor noise registered by ENL sensor at t=['195458', '200110', '200254', '200402'] and [43, 2041, 1650, 2070]AGL"	"195454,200254"	""	""	"4734,6817"	""	""	"43.0,1650.0"	""	""	"195458,200110,200254,200402"	""	""	"43.00,2041.00,1650.00,2070.00"	""	""	"200254"	"Engine_Run_Start"	"ENL"	"2021-05-31 20:02:54"	"1900-01-01 19:54:54"	"2021-05-31 19:57:54"	"2021-05-31 20:02:54"	"0.93"	"Changing"	"False"	"6.080551600552941"	"Shrubs"	"74.55,70.97"	"60.04,63.66"	"85.53,78.66"	"[360, 60]"	"[2346, 702]"	"5155.77"	"1650.0"	"True"	"43.0,1650.0"	"2021-05-31 20:02:54"	"1"	"50.0"
"1637"	"08/15/2021"	"18FVAA22.igc"	"ASG 32 MI"	"4:10:35"	"180209"	"221244"	"HOME"	"925"	"6269[5522]"	"282"	"256"	"-26"	"ASG32Mi's ENL monitor reports Engine Run 1 minutes, starts at T=180455 and: 1679 msl [787 agl]; Height gain/loss is: 499
ASG32Mi's ENL monitor reports Engine Run 1 minutes, starts at T=180611 and: 2306 msl [1398 agl]; Height gain/loss is: 646
ASG32Mi Motor noise registered by ENL sensor at t=['180455', '180555', '180611', '180735'] and [787, 1260, 1398, 2044]AGL"	"180455,180611"	""	""	"1679,2306"	""	""	"787.0,1398.0"	""	""	"180455,180555,180611,180735"	""	""	"787.00,1260.00,1398.00,2044.00"	""	""	"180611"	"Engine_Run_Start"	"ENL"	"2021-08-15 18:06:11"	"1900-01-01 18:02:09"	"2021-08-15 18:01:11"	"2021-08-15 18:06:11"	"1.4"	"Changing"	"False"	"4.409794618473982"	"Open Forest, Other"	"76.50,69.59"	"67.42,58.89"	"84.21,81.18"	"[60, 60]"	"[499, 646]"	"906.65"	"1398.0"	"True"	"787.0,1398.0"	"2021-08-15 18:06:11"	"1"	"50.0"
"1641"	"03/19/2024"	"43JVAP12.igc"	"Twinshark"	"3:12:33"	"173145"	"204418"	"HOME"	"137"	"3989[3845]"	"42"	"-32"	"-74"	"Twinshark's ENL monitor reports Engine Run 4 minutes, starts at T=182657 and: 1446 msl [1299 agl]; Height gain/loss is: 1565
Twinshark's ENL monitor reports Engine Run 4 minutes, starts at T=203135 and: 1568 msl [1473 agl]; Height gain/loss is: 1640
Twinshark Motor noise registered by ENL sensor at t=['174249', '174250', '174251', '174326', '182657', '183119', '203135', '203559', '203618', '203620'] and [2267, 2261, 2251, 2559, 1299, 2877, 1473, 3090, 2999, 2979]AGL"	"182657,203135"	""	""	"1446,1568"	""	""	"1299.0,1473.0"	""	""	"174249,174250,174251,174326,182657,183119,203135,203559,203618,203620"	""	""	"2267.00,2261.00,2251.00,2559.00,1299.00,2877.00,1473.00,3090.00,2999.00,2979.00"	""	""	"203135"	"Engine_Run_Start"	"ENL"	"2024-03-19 20:31:35"	"1900-01-01 17:31:45"	"2024-03-19 20:26:35"	"2024-03-19 20:31:35"	"-0.75"	"Changing"	"False"	"5.826821738881165"	"Herbaceous vegetation"	"78.82,78.50"	"41.43,47.80"	"85.71,86.02"	"[240, 240]"	"[1565, 1640]"	"90.48"	"1473.0"	"True"	"1299.0,1473.0"	"2024-03-19 20:31:35"	"0"	"0.0"
"1649"	"06/25/2024"	"46PV8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"4:13:29"	"191707"	"233036"	"HOME"	"3704"	"13234[9084]"	"1129"	"1100"	"-29"	"ASG29E15m's ENL monitor reports Engine Run 10 minutes, starts at T=230912 and: 5406 msl [1348 agl]; Height gain/loss is: 3229
ASG29E15m Motor noise registered by ENL sensor at t=['230912', '232003'] and [1348, 4679]AGL"	"230912"	""	""	"5406"	""	""	"1348.0"	""	""	"230912,232003"	""	""	"1348.00,4679.00"	""	""	"230912"	"Engine_Run_Start"	"ENL"	"2024-06-25 23:09:12"	"1900-01-01 19:17:07"	"2024-06-25 23:04:12"	"2024-06-25 23:09:12"	"-0.42"	"Changing"	"True"	"6.370548794911778"	"Herbaceous vegetation"	"77.60"	"50.96"	"91.57"	"[600]"	"[3229]"	"4053.73"	"1348.0"	"True"	"1348.0"	"2024-06-25 23:09:12"	"0"	"0.0"
"1660"	"03/09/2013"	"339VJBN1.igc"	"LS 10-ST"	"0:59:33"	"184649"	"194622"	"HOME"	"137"	"4396[4262]"	"42"	"-27"	"-69"	"LS10-st-18's ENL monitor reports Engine Run 2 minutes, starts at T=190111 and: 3494 msl [3340 agl]; Height gain/loss is: 902
LS10-st-18's ENL monitor reports Engine Run 2 minutes, starts at T=193835 and: 1085 msl [967 agl]; Height gain/loss is: 949
LS10-st-18 Motor noise registered by ENL sensor at t=['184652', '184653', '190111', '190347', '193835', '194131', '194555', '194611'] and [20, 20, 3340, 4262, 967, 1887, 42, 17]AGL"	"190111,193835"	""	""	"3494,1085"	""	""	"3340.0,967.0"	""	""	"184652,184653,190111,190347,193835,194131,194555,194611"	""	""	"20.00,20.00,3340.00,4262.00,967.00,1887.00,42.00,17.00"	""	""	"190111"	"Engine_Run_Start"	"ENL"	"2013-03-09 19:01:11"	"1900-01-01 18:46:49"	"2013-03-09 18:56:11"	"2013-03-09 19:01:11"	"-0.25"	"Changing"	"True"	"5.5660833335393445"	"Closed Forest, Evergreen Needleleaf"	"62.21,54.75"	"51.54,46.93"	"98.03,92.48"	"[120, 120]"	"[902, 949]"	"139.01"	"3340.0"	"True"	"3340.0,967.0"	"2013-03-09 19:01:11"	"1"	"50.0"
"1667"	"04/22/2019"	"94MV7R11.igc"	"ASW 27-18 E (ASG-29E)"	"3:48:37"	"173431"	"212308"	"HOME"	"442"	"4534[4302]"	"135"	"50"	"-85"	"ASG29E18m's ENL monitor reports Engine Run 16 minutes, starts at T=210017 and: 889 msl [558 agl]; Height gain/loss is: 2145
ASG29E18m Motor noise registered by ENL sensor at t=['210017', '211633', '212245', '212259'] and [558, 2746, 86, 85]AGL"	"210017"	""	""	"889"	""	""	"558.0"	""	""	"210017,211633,212245,212259"	""	""	"558.00,2746.00,86.00,85.00"	""	""	"210017"	"Engine_Run_Start"	"ENL"	"2019-04-22 21:00:17"	"1900-01-01 17:34:31"	"2019-04-22 20:55:17"	"2019-04-22 21:00:17"	"-0.6"	"Changing"	"False"	"5.190437086319158"	"Herbaceous vegetation"	"67.23"	"45.50"	"82.62"	"[960]"	"[2145]"	"324.72"	"558.0"	"False"	"558.0"	"2019-04-22 21:00:17"	"1"	"100.0"
"1671"	"03/09/2018"	"839V7H21.igc"	"ARCUS M"	"2:23:55"	"181344"	"203739"	"HOME"	"137"	"3526[3389]"	"42"	"-53"	"-95"	"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=191653 and: 711 msl [564 agl]; Height gain/loss is: 2428
ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=202100 and: 1043 msl [896 agl]; Height gain/loss is: 2359
ArcusM Motor noise registered by ENL sensor at t=['181345', '181349', '191653', '192312', '202100', '202609', '203722', '203734'] and [3, 6, 564, 3015, 896, 3268, 49, 46]AGL"	"191653,202100"	""	""	"711,1043"	""	""	"564.0,896.0"	""	""	"181345,181349,191653,192312,202100,202609,203722,203734"	""	""	"3.00,6.00,564.00,3015.00,896.00,3268.00,49.00,46.00"	""	""	"202100"	"Engine_Run_Start"	"ENL"	"2018-03-09 20:21:00"	"1900-01-01 18:13:44"	"2018-03-09 20:16:00"	"2018-03-09 20:21:00"	"-0.82"	"Changing"	"True"	"5.662986104711675"	"Closed Forest, Other"	"66.24,62.93"	"42.49,42.06"	"83.53,84.00"	"[360, 300]"	"[2428, 2359]"	"135.54"	"896.0"	"False"	"564.0,896.0"	"2018-03-09 20:21:00"	"2"	"100.0"
"1685"	"06/27/2019"	"96RV7R11.igc"	"ASW 27-18 E (ASG-29E)"	"4:56:31"	"182622"	"232253"	"HOME"	"3687"	"8730[5285]"	"1124"	"1034"	"-90"	"ASG29E18m's ENL monitor reports Engine Run 19 minutes, starts at T=225156 and: 4271 msl [932 agl]; Height gain/loss is: 3632
ASG29E18m Motor noise registered by ENL sensor at t=['225156', '231108'] and [932, 4403]AGL"	"225156"	""	""	"4271"	""	""	"932.0"	""	""	"225156,231108"	""	""	"932.00,4403.00"	""	""	"225156"	"Engine_Run_Start"	"ENL"	"2019-06-27 22:51:56"	"1900-01-01 18:26:22"	"2019-06-27 22:46:56"	"2019-06-27 22:51:56"	"-1.32"	"Changing"	"False"	"6.36878647300543"	"Herbaceous vegetation"	"70.55"	"58.56"	"84.25"	"[1140]"	"[3632]"	"3345.43"	"932.0"	"False"	"932.0"	"2019-06-27 22:51:56"	"1"	"100.0"
"1687"	"10/02/2021"	"1A2V7GT1.igc"	"ASH 26 E"	"1:50:50"	"171052"	"190142"	"HOME"	"554"	"3490[3021]"	"169"	"82"	"-87"	"ASH26E's ENL monitor reports Engine Run 5 minutes, starts at T=171052 and: 547 msl [-6 agl]; Height gain/loss is: 2051
ASH26E's ENL monitor reports Engine Run 3 minutes, starts at T=173052 and: 1223 msl [594 agl]; Height gain/loss is: 857
ASH26E's ENL monitor reports Engine Run 6 minutes, starts at T=184044 and: 1414 msl [837 agl]; Height gain/loss is: 2004
ASH26E Motor noise registered by ENL sensor at t=['171053', '171605', '173048', '173050', '173052', '173407', '184044', '184658'] and [-9, 2083, 617, 607, 594, 1503, 837, 2953]AGL"	"171052,173052,184044"	""	""	"547,1223,1414"	""	""	"-6.0,594.0,837.0"	""	""	"171053,171605,173048,173050,173052,173407,184044,184658"	""	""	"-9.00,2083.00,617.00,607.00,594.00,1503.00,837.00,2953.00"	""	""	"173052"	"Engine_Run_Start"	"ENL"	"2021-10-02 17:30:52"	"1900-01-01 17:10:52"	"2021-10-02 17:25:52"	"2021-10-02 17:30:52"	"-0.39"	"Changing"	"False"	"5.14515084651111"	"Closed Forest, Deciduous Broadleaf"	"56.87,56.33,56.17"	"42.04,51.30,52.63"	"65.79,60.82,60.83"	"[300, 180, 360]"	"[2051, 857, 2004]"	"619.42"	"594.0"	"False"	"-6.0,594.0,837.0"	"2021-10-02 17:30:52"	"3"	"100.0"
"1710"	"06/01/2023"	"361V6WG1.igc"	"ASH 31 MI"	"4:42:49"	"182855"	"231144"	"HOME"	"2043"	"11732[8009]"	"623"	"628"	"5"	"ASH31/18m's ENL monitor reports Engine Run 1 minutes, starts at T=182855 and: 2047 msl [0 agl]; Height gain/loss is: 580
ASH31/18m's ENL monitor reports Engine Run 2 minutes, starts at T=183019 and: 2644 msl [614 agl]; Height gain/loss is: 1315
ASH31/18m Motor noise registered by ENL sensor at t=['182857', '183012', '183019', '183246', '231119'] and [0, 590, 614, 1965, 69]AGL"	"182855,183019"	""	""	"2047,2644"	""	""	"0.0,614.0"	""	""	"182857,183012,183019,183246,231119"	""	""	"0.00,590.00,614.00,1965.00,69.00"	""	""	"183019"	"Engine_Run_Start"	"ENL"	"2023-06-01 18:30:19"	"1900-01-01 18:28:55"	"2023-06-01 18:25:19"	"2023-06-01 18:30:19"	"0.61"	"Changing"	"False"	"1.654185553338936"	"Shrubs"	"52.22,60.89"	"0.00,51.33"	"64.96,71.32"	"[60, 120]"	"[580, 1315]"	"2039.78"	"614.0"	"False"	"0.0,614.0"	"2023-06-01 18:30:19"	"2"	"100.0"
"1723"	"03/19/2024"	"43JVABC1.igc"	"ARCUS M"	"3:03:12"	"174330"	"204642"	"HOME"	"137"	"3510[3379]"	"42"	"-27"	"-69"	"ArcusM's ENL monitor reports Engine Run 2 minutes, starts at T=174940 and: 2237 msl [2116 agl]; Height gain/loss is: 558
ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=203122 and: 961 msl [824 agl]; Height gain/loss is: 2188
ArcusM Motor noise registered by ENL sensor at t=['174940', '175200', '190710', '190711', '203122', '203737'] and [2116, 2684, 2510, 2500, 824, 3048]AGL"	"174940,203122"	""	""	"2237,961"	""	""	"2116.0,824.0"	""	""	"174940,175200,190710,190711,203122,203737"	""	""	"2116.00,2684.00,2510.00,2500.00,824.00,3048.00"	""	""	"203122"	"Engine_Run_Start"	"ENL"	"2024-03-19 20:31:22"	"1900-01-01 17:43:30"	"2024-03-19 20:26:22"	"2024-03-19 20:31:22"	"-0.24"	"Changing"	"True"	"5.237088478880288"	"Herbaceous vegetation"	"58.76,59.62"	"49.61,55.15"	"72.95,64.66"	"[120, 360]"	"[558, 2188]"	"105.59"	"824.0"	"False"	"2116.0,824.0"	"2024-03-19 20:31:22"	"1"	"50.0"
"1735"	"03/12/2021"	"13CVAAW1.igc"	"VENTUS 3M"	"3:40:28"	"173837"	"211905"	"HOME"	"137"	"5311[5187]"	"42"	"-98"	"-140"	"Ventus3M2021's ENL monitor reports Engine Run 4 minutes, starts at T=173837 and: 137 msl [-6 agl]; Height gain/loss is: 2300
Ventus3M2021's ENL monitor reports Engine Run 5 minutes, starts at T=210336 and: 1243 msl [1086 agl]; Height gain/loss is: 1591
Ventus3M2021 Motor noise registered by ENL sensor at t=['173838', '174249', '183709', '183710', '210336', '210837', '211856', '211900'] and [-9, 2290, 4167, 4180, 1086, 2690, 99, 102]AGL"	"173837,210336"	""	""	"137,1243"	""	""	"-6.0,1086.0"	""	""	"173838,174249,183709,183710,210336,210837,211856,211900"	""	""	"-9.00,2290.00,4167.00,4180.00,1086.00,2690.00,99.00,102.00"	""	""	"210336"	"Engine_Run_Start"	"ENL"	"2021-03-12 21:03:36"	"1900-01-01 17:38:37"	"2021-03-12 20:58:36"	"2021-03-12 21:03:36"	"-1.36"	"Changing"	"False"	"7.823435326634631"	"Closed Forest, Other"	"60.65,62.59"	"44.66,38.25"	"67.75,70.58"	"[240, 300]"	"[2300, 1591]"	"133.21"	"1086.0"	"True"	"-6.0,1086.0"	"2021-03-12 21:03:36"	"1"	"50.0"
"1747"	"06/21/2021"	"16LVAHZ143.igc"	"Twinshark"	"3:19:57"	"203016"	"235013"	"HOME"	"2627"	"14284[10470]"	"801"	"812"	"11"	"Twinshark's ENL monitor reports Engine Run 10 minutes, starts at T=203016 and: 2634 msl [3 agl]; Height gain/loss is: 2986
Twinshark's ENL monitor reports Engine Run 20 minutes, starts at T=231620 and: 5410 msl [1336 agl]; Height gain/loss is: 2733
Twinshark Motor noise registered by ENL sensor at t=['203017', '204037', '231620', '233638'] and [0, 1884, 1336, 2041]AGL"	"203016,231620"	""	""	"2634,5410"	""	""	"3.0,1336.0"	""	""	"203017,204037,231620,233638"	""	""	"0.00,1884.00,1336.00,2041.00"	""	""	"231620"	"Engine_Run_Start"	"ENL"	"2021-06-21 23:16:20"	"1900-01-01 20:30:16"	"2021-06-21 23:11:20"	"2021-06-21 23:16:20"	"-1.97"	"Changing"	"False"	"8.64184372464687"	"Agriculture"	"78.65,81.09"	"61.99,63.75"	"87.68,91.15"	"[600, 1200]"	"[2986, 2733]"	"4076.28"	"1336.0"	"True"	"3.0,1336.0"	"2021-06-21 23:16:20"	"1"	"50.0"
"1791"	"06/18/2021"	"16IVABZ1.igc"	"ASG 32 MI"	" 4:09:11"	"203028"	"3939"	"HOME"	"2624"	"11473[7569]"	"800"	"789"	"-11"	"ASG32Mi's ENL monitor reports Engine Run 11 minutes, starts at T=203028 and: 2624 msl [-6 agl]; Height gain/loss is: 2234
ASG32Mi's ENL monitor reports Engine Run 3 minutes, starts at T=204258 and: 5082 msl [1592 agl]; Height gain/loss is: 367
ASG32Mi's ENL monitor reports Engine Run 1 minutes, starts at T=204650 and: 5610 msl [2858 agl]; Height gain/loss is: 226
ASG32Mi's ENL monitor reports Engine Run 2 minutes, starts at T=205154 and: 6397 msl [2106 agl]; Height gain/loss is: 614
ASG32Mi Motor noise registered by ENL sensor at t=['203029', '204214', '204219', '204250', '204258', '204558', '204650', '204818', '205133', '205137', '205139', '205147', '205154', '205357', '003304', '003305'] and [-6, 1607, 1611, 1441, 1592, 2464, 2858, 2543, 2067, 2063, 2077, 2132, 2106, 2231, 1896, 1922]AGL"	"203028,204258,204650,205154"	""	""	"2624,5082,5610,6397"	""	""	"-6.0,1592.0,2858.0,2106.0"	""	""	"203029,204214,204219,204250,204258,204558,204650,204818,205133,205137,205139,205147,205154,205357,3304,3305"	""	""	"-6.00,1607.00,1611.00,1441.00,1592.00,2464.00,2858.00,2543.00,2067.00,2063.00,2077.00,2132.00,2106.00,2231.00,1896.00,1922.00"	""	""	"204258"	"Engine_Run_Start"	"ENL"	"2021-06-18 20:42:58"	"1900-01-01 20:30:28"	"2021-06-18 20:37:58"	"2021-06-18 20:42:58"	"0.5"	"Changing"	"False"	"5.9405397819673444"	"Herbaceous vegetation"	"76.17,68.70,74.01,66.62"	"63.93,58.35,69.94,47.62"	"87.05,74.85,76.72,72.59"	"[660, 180, 60, 120]"	"[2234, 367, 226, 614]"	"3409.1"	"1592.0"	"True"	"-6.0,1592.0,2858.0,2106.0"	"2021-06-18 20:42:58"	"1"	"25.0"
"1792"	"06/10/2023"	"36AV8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"4:55:59"	"165836"	"215435"	"HOME"	"305"	"6184[5784]"	"93"	"85"	"-8"	"ASG29E18m's ENL monitor reports Engine Run 6 minutes, starts at T=214334 and: 1148 msl [745 agl]; Height gain/loss is: 1187
ASG29E18m Motor noise registered by ENL sensor at t=['214334', '215006'] and [745, 2021]AGL"	"214334"	""	""	"1148"	""	""	"745.0"	""	""	"214334,215006"	""	""	"745.00,2021.00"	""	""	"214334"	"Engine_Run_Start"	"ENL"	"2023-06-10 21:43:34"	"1900-01-01 16:58:36"	"2023-06-10 21:38:34"	"2023-06-10 21:43:34"	"-0.39"	"Changing"	"False"	"4.780839132931309"	"Agriculture"	"70.00"	"61.72"	"80.12"	"[360]"	"[1187]"	"409.29"	"745.0"	"False"	"745.0"	"2023-06-10 21:43:34"	"1"	"100.0"
"1801"	"07/02/2021"	"172VACN1.igc"	"ASH 31 MI"	" 4:10:22"	"195608"	"630"	"HOME"	"4996"	"17345[11453]"	"1523"	"1462"	"-61"	"ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=195608 and: 5000 msl [0 agl]; Height gain/loss is: 980
ASH3118Mjune's ENL monitor reports Engine Run 1 minutes, starts at T=200018 and: 6581 msl [1542 agl]; Height gain/loss is: 587
ASH3118Mjune Motor noise registered by ENL sensor at t=['195609', '195826', '200018', '200150', '200308', '200309', '200437', '200506', '200514', '200525', '200633', '200641', '000624', '000625', '000627', '000628'] and [-3, 994, 1542, 2050, 2333, 2346, 2906, 3206, 3235, 3297, 3826, 3789, 52, 52, 52, 52]AGL"	"195608,200018"	""	""	"5000,6581"	""	""	"0.0,1542.0"	""	""	"195609,195826,200018,200150,200308,200309,200437,200506,200514,200525,200633,200641,624,625,627,628"	""	""	"-3.00,994.00,1542.00,2050.00,2333.00,2346.00,2906.00,3206.00,3235.00,3297.00,3826.00,3789.00,52.00,52.00,52.00,52.00"	""	""	"200018"	"Engine_Run_Start"	"ENL"	"2021-07-02 20:00:18"	"1900-01-01 19:56:08"	"2021-07-02 19:55:18"	"2021-07-02 20:00:18"	"1.61"	"Changing"	"False"	"4.5018973472107895"	"Herbaceous vegetation"	"70.14,70.24"	"59.56,61.26"	"87.35,85.59"	"[120, 60]"	"[980, 587]"	"5029.03"	"1542.0"	"True"	"0.0,1542.0"	"2021-07-02 20:00:18"	"1"	"50.0"
"1814"	"05/19/2023"	"35JVNBR1.igc"	"VENTUS 3F"	"4:09:44"	"160646"	"201630"	"HOME"	"803"	"4150[3464]"	"245"	"152"	"-93"	"Ventus3FES's MOP monitor reports Engine Run 3 minutes, starts at T=200003 and: 1368 msl [571 agl]; Height gain/loss is: 1240
Ventus3FES Motor noise registered by ENL sensor at t=['200001', '200242'] and [610, 587]AGL
Ventus3FES Motor noise registered by MOP sensor at t=['200002', '200305'] and [597, 647]AGL"	""	"200003"	""	""	"1368"	""	""	"571.0"	""	"200001,200242"	"200002,200305"	""	"610.00,587.00"	"597.0,647.0"	""	"200003"	"Engine_Run_Start"	"MOP"	"2023-05-19 20:00:03"	"1900-01-01 16:06:46"	"2023-05-19 19:55:03"	"2023-05-19 20:00:03"	"-0.23"	"Changing"	"False"	"5.581371539452717"	"Closed Forest, Deciduous Broadleaf"	"62.38"	"54.03"	"76.32"	"[180]"	"[1240]"	"777.16"	"571.0"	"False"	"571.0"	"2023-05-19 20:00:03"	"1"	"100.0"
"1816"	"08/04/2021"	"184VAIK1.igc"	"VENTUS 3F"	"3:25:00"	"175636"	"212136"	"HOME"	"308"	"4284[4032]"	"94"	"64"	"-30"	"Ventus3F15m's RPM monitor reports Engine Run 12 minutes, starts at T=201050 and: 1105 msl [882 agl]; Height gain/loss is: 125
Ventus3F15m's RPM monitor reports Engine Run 2 minutes, starts at T=202454 and: 1095 msl [695 agl]; Height gain/loss is: 7
Ventus3F15m's RPM monitor reports Engine Run 1 minutes, starts at T=202807 and: 977 msl [659 agl]; Height gain/loss is: 128
Ventus3F15m's RPM monitor reports Engine Run 2 minutes, starts at T=203742 and: 984 msl [643 agl]; Height gain/loss is: 367
Ventus3F15m's RPM monitor reports Engine Run 2 minutes, starts at T=205051 and: 1233 msl [1007 agl]; Height gain/loss is: -46
Ventus3F15m Motor noise registered by MOP sensor at t=['201056', '202355', '202500', '202730', '202810', '202934', '203749', '204029', '205103', '205335'] and [847, 856, 659, 699, 637, 771, 669, 1086, 971, 906]AGL"	""	""	"201050,202454,202807,203742,205051"	""	""	"1105,1095,977,984,1233"	""	""	"882.0,695.0,659.0,643.0,1007.0"	""	"201056,202355,202500,202730,202810,202934,203749,204029,205103,205335"	""	""	"847.0,856.0,659.0,699.0,637.0,771.0,669.0,1086.0,971.0,906.0"	""	"201050"	"Engine_Run_Start"	"RPM"	"2021-08-04 20:10:50"	"1900-01-01 17:56:36"	"2021-08-04 20:05:50"	"2021-08-04 20:10:50"	"-0.74"	"Changing"	"False"	"5.162356778563145"	"Open Forest, Other"	"46.56,49.08,50.38,48.47,51.04"	"40.44,46.33,45.44,44.35,45.16"	"53.28,55.04,53.16,54.73,59.63"	"[720, 120, 60, 120, 120]"	"[125, 7, 128, 367, -46]"	"223.39"	"882.0"	"False"	"882.0,695.0,659.0,643.0,1007.0"	"2021-08-04 20:10:50"	"4"	"80.0"
